order_item_id,order_id,product_id,quantity,discount
LI012872,O004937,P0027,3.0,0.106
LI012873,O003487,P0026,1.0,0.204
LI012874,O005375,P0015,1.0,0.018
LI012875,O001069,P0050,1.0,0.009
LI012876,O001009,P0006,4.0,0.114
LI012877,O004694,P0068,4.0,0.03
LI012878,O005113,P0004,4.0,0.245
LI012879,O004297,P0030,3.0,0.203
LI012880,O000343,P0077,1.0,0.114
LI012881,O003284,P0009,5.0,0.245
LI012882,O000631,P0042,3.0,0.06
LI012883,O000298,P0014,4.0,0.17
LI012884,O000698,P0092,4.0,0.004
LI012885,O005317,P0040,4.0,0.093
LI012886,O005969,P0003,2.0,0.02
LI012887,O001506,P0041,1.0,0.092
LI012888,O002761,P0093,5.0,0.095
LI012889,O005026,P0033,1.0,0.094
LI012890,O002826,P0079,3.0,0.104
LI012891,O000379,P0111,2.0,0.154
LI012892,O002796,P0060,3.0,0.047
LI012893,O000706,P0064,4.0,0.059
LI012894,O002415,P0062,4.0,0.161
LI012895,O005657,P0103,5.0,0.117
LI012896,O000771,P0079,1.0,0.04
LI012897,O004002,P0007,3.0,0.197
LI012898,O001095,P0109,4.0,0.233
LI012899,O005148,P0076,5.0,0.116
LI012900,O003465,P0050,5.0,0.154
LI012901,O003595,P0039,3.0,0.204
LI012902,O004445,P0071,1.0,0.241
LI012903,O005238,P0047,2.0,0.242
LI012904,O001232,P0105,5.0,0.231
LI012905,O001447,P0070,3.0,0.204
LI012906,O004189,P0026,4.0,0.106
LI012907,O006285,P0058,2.0,0.167
LI012908,O002403,P0073,2.0,0.191
LI012909,O005643,P0051,1.0,0.023
LI012910,O001827,P0088,3.0,0.029
LI012911,O003848,P0052,1.0,0.176
LI012912,O001093,P0094,5.0,0.167
LI012913,O004678,P0016,5.0,0.201
LI012914,O001721,P0048,3.0,0.046
LI012915,O000883,P0027,4.0,0.234
LI012916,O000124,P0033,5.0,0.06
LI012917,O003491,P0023,5.0,0.034
LI012918,O005854,P0045,4.0,0.081
LI012919,O003595,P0083,2.0,0.202
LI012920,O005798,P0100,3.0,0.007
LI012921,O000603,P0083,2.0,0.057
LI012922,O003832,P0022,1.0,0.239
LI012923,O005461,P0042,4.0,0.004
LI012924,O000305,P0109,3.0,0.07
LI012925,O003229,P0033,4.0,0.081
LI012926,O003160,P0109,4.0,0.231
LI012927,O001252,P0010,2.0,0.213
LI012928,O000937,P0047,2.0,0.115
LI012929,O003718,P0096,1.0,0.079
LI012930,O002314,P0079,3.0,0.236
LI012931,O002132,P0039,4.0,0.047
LI012932,O003284,P0046,1.0,0.119
LI012933,O003290,P0072,4.0,0.105
LI012934,O004845,P0051,1.0,0.234
LI012935,O002199,P0025,4.0,0.189
LI012936,O000686,P0082,2.0,0.116
LI012937,O004236,P0015,5.0,0.152
LI012938,O000055,P0058,1.0,0.227
LI012939,O003213,P0059,1.0,0.208
LI012940,O004170,P0026,5.0,0.154
LI012941,O003207,P0041,2.0,0.229
LI012942,O005093,P0044,1.0,0.095
LI012943,O002956,P0085,2.0,0.183
LI012944,O001945,P0022,4.0,0.004
LI012945,O000642,P0110,4.0,0.146
LI012946,O004840,P0098,5.0,0.034
LI012947,O006170,P0037,3.0,0.131
LI012948,O005701,P0118,2.0,0.062
LI012949,O000062,P0101,3.0,0.095
LI012950,O001224,P0014,3.0,0.198
LI012951,O002538,P0004,2.0,0.015
LI012952,O000493,P0024,3.0,0.134
LI012953,O006089,P0066,1.0,0.036
LI012954,O001140,P0063,4.0,0.143
LI012955,O005491,P0065,5.0,0.158
LI012956,O001256,P0066,2.0,0.046
LI012957,O002496,P0013,5.0,0.001
LI012958,O003286,P0027,4.0,0.021
LI012959,O002256,P0116,5.0,0.172
LI012960,O001002,P0081,2.0,0.095
LI012961,O001126,P0109,5.0,0.093
LI012962,O003882,P0017,3.0,0.173
LI012963,O004106,P0069,3.0,0.124
LI012964,O003545,P0088,4.0,0.159
LI012965,O001147,P0057,3.0,0.23
LI012966,O000787,P0072,5.0,0.127
LI012967,O002052,P0118,1.0,0.16
LI012968,O000259,P0118,5.0,0.16
LI012969,O006030,P0108,1.0,0.134
LI012970,O003850,P0073,5.0,0.166
LI012971,O006431,P0018,1.0,0.209
LI012972,O006175,P0016,1.0,0.202
LI012973,O005808,P0051,2.0,0.014
LI012974,O004617,P0096,2.0,0.238
LI012975,O000716,P0118,5.0,0.212
LI012976,O001644,P0040,3.0,0.243
LI012977,O000124,P0039,2.0,0.049
LI012978,O001774,P0056,1.0,0.134
LI012979,O000922,P0117,5.0,0.11
LI012980,O002178,P0105,3.0,0.094
LI012981,O001504,P0054,5.0,0.102
LI012982,O005852,P0044,1.0,0.226
LI012983,O005662,P0046,2.0,0.175
LI012984,O006044,P0032,2.0,0.081
LI012985,O001853,P0106,4.0,0.095
LI012986,O002125,P0048,4.0,0.117
LI012987,O003255,P0061,5.0,0.092
LI012988,O002414,P0066,5.0,0.053
LI012989,O004388,P0038,3.0,0.109
LI012990,O006090,P0043,2.0,0.02
LI012991,O005834,P0004,2.0,0.214
LI012992,O000157,P0005,4.0,0.206
LI012993,O001124,P0101,1.0,0.223
LI012994,O005004,P0113,1.0,0.111
LI012995,O005754,P0058,4.0,0.163
LI012996,O000918,P0037,5.0,0.202
LI012997,O005947,P0026,2.0,0.079
LI012998,O006254,P0107,2.0,0.158
LI012999,O001703,P0009,2.0,0.11
LI013000,O001666,P0015,1.0,0.093
LI013001,O005390,P0088,5.0,0.215
LI013002,O004234,P0088,1.0,0.156
LI013003,O005808,P0099,5.0,0.156
LI013004,O002112,P0112,4.0,0.039
LI013005,O003715,P0105,5.0,0.087
LI013006,O002555,P0089,1.0,0.21
LI013007,O005111,P0026,2.0,0.053
LI013008,O005820,P0063,1.0,0.243
LI013009,O003025,P0087,4.0,0.208
LI013010,O004036,P0070,2.0,0.067
LI013011,O002837,P0105,1.0,0.027
LI013012,O002398,P0027,2.0,0.042
LI013013,O002195,P0054,4.0,0.061
LI013014,O005455,P0083,5.0,0.059
LI013015,O001556,P0031,5.0,0.004
LI013016,O003626,P0102,3.0,0.179
LI013017,O002910,P0107,2.0,0.244
LI013018,O004503,P0032,4.0,0.072
LI013019,O000344,P0002,1.0,0.004
LI013020,O004748,P0018,1.0,0.23
LI013021,O001545,P0028,3.0,0.052
LI013022,O003997,P0071,1.0,0.002
LI013023,O005970,P0120,4.0,0.056
LI013024,O002819,P0087,4.0,0.026
LI013025,O005256,P0117,5.0,0.182
LI013026,O000039,P0100,2.0,0.0
LI013027,O005440,P0088,2.0,0.11
LI013028,O004383,P0092,1.0,0.123
LI013029,O005064,P0025,2.0,0.196
LI013030,O005583,P0039,3.0,0.131
LI013031,O004987,P0049,2.0,0.031
LI013032,O004758,P0004,1.0,0.107
LI013033,O003424,P0109,2.0,0.234
LI013034,O001029,P0052,4.0,0.059
LI013035,O000236,P0083,4.0,0.075
LI013036,O006380,P0068,5.0,0.218
LI013037,O000969,P0057,5.0,0.196
LI013038,O005225,P0013,5.0,0.074
LI013039,O001231,P0065,5.0,0.177
LI013040,O000239,P0063,2.0,0.021
LI013041,O001855,P0098,1.0,0.136
LI013042,O004925,P0071,2.0,0.218
LI013043,O000052,P0025,1.0,0.211
LI013044,O002156,P0023,1.0,0.051
LI013045,O001381,P0030,1.0,0.133
LI013046,O001057,P0113,1.0,0.1
LI013047,O000022,P0061,4.0,0.14
LI013048,O000307,P0007,1.0,0.019
LI013049,O004107,P0054,2.0,0.245
LI013050,O005759,P0109,1.0,0.141
LI013051,O002610,P0017,4.0,0.03
LI013052,O004294,P0097,2.0,0.161
LI013053,O003601,P0060,3.0,0.002
LI013054,O001966,P0066,2.0,0.002
LI013055,O005164,P0038,4.0,0.045
LI013056,O005305,P0108,4.0,0.068
LI013057,O004647,P0013,5.0,0.066
LI013058,O003579,P0052,3.0,0.111
LI013059,O005562,P0052,1.0,0.128
LI013060,O002544,P0032,4.0,0.106
LI013061,O000505,P0086,5.0,0.093
LI013062,O000137,P0009,5.0,0.168
LI013063,O005085,P0017,1.0,0.062
LI013064,O001303,P0082,2.0,0.157
LI013065,O004015,P0040,3.0,0.239
LI013066,O006308,P0104,1.0,0.118
LI013067,O003615,P0091,1.0,0.128
LI013068,O004948,P0075,2.0,0.182
LI013069,O005143,P0054,2.0,0.127
LI013070,O006072,P0054,4.0,0.036
LI013071,O004807,P0028,2.0,0.153
LI013072,O000507,P0072,2.0,0.127
LI013073,O004782,P0050,3.0,0.238
LI013074,O001534,P0018,3.0,0.023
LI013075,O003642,P0013,3.0,0.134
LI013076,O004004,P0033,1.0,0.154
LI013077,O000708,P0015,3.0,0.155
LI013078,O001624,P0086,3.0,0.015
LI013079,O004238,P0038,5.0,0.082
LI013080,O002329,P0094,3.0,0.066
LI013081,O003015,P0006,1.0,0.17
LI013082,O001708,P0045,5.0,0.184
LI013083,O000302,P0059,1.0,0.052
LI013084,O002445,P0098,1.0,0.207
LI013085,O000318,P0119,5.0,0.121
LI013086,O005907,P0083,5.0,0.066
LI013087,O002956,P0113,5.0,0.075
LI013088,O002928,P0097,5.0,0.066
LI013089,O000858,P0078,1.0,0.151
LI013090,O002721,P0048,5.0,0.132
LI013091,O003023,P0111,2.0,0.235
LI013092,O000677,P0041,3.0,0.068
LI013093,O000379,P0083,3.0,0.08
LI013094,O000217,P0104,2.0,0.002
LI013095,O003701,P0079,1.0,0.075
LI013096,O002897,P0074,1.0,0.063
LI013097,O006059,P0055,3.0,0.1
LI013098,O004964,P0061,4.0,0.124
LI013099,O004530,P0002,2.0,0.168
LI013100,O004852,P0114,2.0,0.048
LI013101,O002990,P0116,3.0,0.139
LI013102,O003831,P0002,5.0,0.182
LI013103,O003657,P0085,4.0,0.06
LI013104,O005404,P0076,1.0,0.088
LI013105,O001507,P0010,1.0,0.051
LI013106,O001291,P0076,1.0,0.028
LI013107,O001940,P0039,1.0,0.189
LI013108,O004695,P0002,2.0,0.06
LI013109,O000236,P0065,2.0,0.092
LI013110,O001784,P0066,5.0,0.062
LI013111,O004196,P0087,2.0,0.011
LI013112,O002787,P0092,5.0,0.182
LI013113,O006263,P0117,5.0,0.161
LI013114,O001378,P0081,1.0,0.119
LI013115,O002756,P0052,1.0,0.169
LI013116,O006232,P0104,2.0,0.212
LI013117,O002084,P0085,2.0,0.155
LI013118,O004410,P0044,5.0,0.227
LI013119,O004096,P0034,3.0,0.05
LI013120,O004647,P0073,1.0,0.221
LI013121,O004613,P0081,4.0,0.135
LI013122,O006108,P0113,3.0,0.21
LI013123,O002701,P0106,1.0,0.186
LI013124,O004105,P0045,1.0,0.014
LI013125,O003550,P0032,2.0,0.209
LI013126,O004153,P0005,4.0,0.084
LI013127,O002331,P0078,4.0,0.106
LI013128,O004557,P0110,1.0,0.003
LI013129,O005479,P0111,5.0,0.19
LI013130,O003762,P0089,4.0,0.117
LI013131,O002012,P0086,3.0,0.235
LI013132,O002642,P0063,5.0,0.07
LI013133,O005026,P0069,2.0,0.124
LI013134,O002113,P0054,1.0,0.103
LI013135,O003501,P0038,1.0,0.198
LI013136,O004951,P0009,3.0,0.134
LI013137,O005988,P0061,3.0,0.115
LI013138,O004232,P0095,2.0,0.237
LI013139,O004858,P0105,2.0,0.094
LI013140,O001010,P0021,4.0,0.123
LI013141,O001630,P0036,5.0,0.139
LI013142,O003120,P0001,1.0,0.013
LI013143,O006052,P0022,4.0,0.132
LI013144,O000850,P0087,2.0,0.084
LI013145,O006261,P0087,3.0,0.163
LI013146,O002868,P0015,4.0,0.161
LI013147,O002040,P0046,3.0,0.178
LI013148,O003236,P0065,5.0,0.1
LI013149,O000479,P0006,3.0,0.026
LI013150,O001311,P0040,1.0,0.11
LI013151,O004632,P0035,5.0,0.138
LI013152,O002144,P0081,3.0,0.006
LI013153,O005617,P0061,4.0,0.137
LI013154,O006398,P0023,1.0,0.1
LI013155,O000414,P0020,1.0,0.12
LI013156,O001657,P0028,2.0,0.076
LI013157,O002632,P0037,2.0,0.123
LI013158,O003937,P0082,4.0,0.22
LI013159,O001395,P0007,2.0,0.197
LI013160,O002624,P0049,3.0,0.154
LI013161,O002291,P0111,2.0,0.157
LI013162,O000639,P0084,1.0,0.224
LI013163,O003445,P0024,4.0,0.12
LI013164,O006183,P0080,3.0,0.135
LI013165,O006017,P0013,1.0,0.215
LI013166,O000353,P0092,1.0,0.189
LI013167,O004522,P0007,5.0,0.108
LI013168,O003149,P0015,2.0,0.076
LI013169,O004606,P0087,3.0,0.129
LI013170,O003589,P0023,4.0,0.03
LI013171,O000140,P0095,4.0,0.17
LI013172,O000252,P0069,4.0,0.116
LI013173,O000669,P0091,5.0,0.149
LI013174,O003843,P0108,3.0,0.212
LI013175,O000317,P0060,1.0,0.089
LI013176,O004019,P0010,5.0,0.124
LI013177,O002927,P0051,2.0,0.139
LI013178,O002010,P0064,1.0,0.07
LI013179,O002946,P0106,4.0,0.069
LI013180,O001053,P0071,2.0,0.132
LI013181,O004637,P0056,3.0,0.064
LI013182,O003564,P0032,3.0,0.215
LI013183,O001124,P0023,5.0,0.249
LI013184,O001344,P0054,3.0,0.053
LI013185,O000570,P0111,4.0,0.144
LI013186,O004819,P0073,5.0,0.036
LI013187,O003722,P0093,5.0,0.046
LI013188,O003917,P0091,4.0,0.191
LI013189,O001001,P0102,3.0,0.05
LI013190,O002924,P0085,2.0,0.187
LI013191,O002237,P0107,5.0,0.101
LI013192,O004546,P0070,2.0,0.12
LI013193,O006238,P0090,2.0,0.065
LI013194,O003926,P0084,2.0,0.137
LI013195,O003253,P0061,2.0,0.083
LI013196,O003393,P0079,4.0,0.044
LI013197,O002331,P0109,1.0,0.035
LI013198,O003393,P0102,3.0,0.25
LI013199,O002618,P0020,1.0,0.086
LI013200,O004121,P0053,1.0,0.201
LI013201,O005936,P0015,5.0,0.085
LI013202,O004356,P0029,1.0,0.156
LI013203,O002014,P0070,1.0,0.21
LI013204,O001928,P0080,4.0,0.174
LI013205,O002545,P0065,2.0,0.017
LI013206,O005333,P0062,1.0,0.048
LI013207,O006259,P0070,1.0,0.218
LI013208,O004548,P0016,5.0,0.118
LI013209,O004796,P0054,3.0,0.15
LI013210,O003720,P0097,5.0,0.006
LI013211,O003674,P0007,3.0,0.122
LI013212,O001552,P0060,3.0,0.108
LI013213,O001683,P0010,3.0,0.172
LI013214,O000385,P0053,4.0,0.069
LI013215,O004709,P0008,4.0,0.186
LI013216,O005538,P0085,2.0,0.168
LI013217,O003037,P0090,3.0,0.127
LI013218,O002267,P0037,4.0,0.094
LI013219,O004653,P0082,4.0,0.075
LI013220,O004446,P0004,1.0,0.134
LI013221,O000390,P0084,3.0,0.144
LI013222,O002919,P0112,5.0,0.112
LI013223,O002114,P0106,1.0,0.08
LI013224,O001143,P0112,4.0,0.22
LI013225,O000746,P0104,4.0,0.078
LI013226,O006152,P0083,4.0,0.168
LI013227,O001731,P0097,4.0,0.226
LI013228,O005859,P0023,5.0,0.162
LI013229,O004123,P0009,2.0,0.091
LI013230,O004386,P0038,2.0,0.074
LI013231,O004124,P0045,3.0,0.213
LI013232,O003231,P0045,4.0,0.122
LI013233,O003217,P0018,3.0,0.148
LI013234,O002515,P0046,5.0,0.149
LI013235,O001770,P0002,3.0,0.133
LI013236,O000108,P0048,2.0,0.233
LI013237,O004987,P0017,2.0,0.233
LI013238,O002487,P0118,2.0,0.01
LI013239,O004299,P0016,3.0,0.126
LI013240,O000777,P0110,4.0,0.141
LI013241,O005086,P0045,1.0,0.231
LI013242,O006445,P0048,2.0,0.017
LI013243,O006022,P0024,3.0,0.197
LI013244,O001934,P0095,1.0,0.161
LI013245,O006047,P0065,2.0,0.183
LI013246,O000438,P0092,2.0,0.073
LI013247,O001035,P0113,5.0,0.187
LI013248,O000837,P0033,2.0,0.071
LI013249,O004703,P0106,1.0,0.169
LI013250,O000642,P0101,1.0,0.197
LI013251,O003175,P0103,4.0,0.196
LI013252,O001809,P0004,1.0,0.136
LI013253,O006254,P0001,3.0,0.103
LI013254,O003876,P0033,3.0,0.061
LI013255,O000643,P0074,2.0,0.008
LI013256,O000703,P0062,4.0,0.012
LI013257,O002849,P0003,2.0,0.105
LI013258,O002918,P0101,4.0,0.024
LI013259,O003613,P0045,5.0,0.028
LI013260,O001723,P0021,4.0,0.049
LI013261,O000849,P0064,5.0,0.12
LI013262,O002555,P0073,5.0,0.148
LI013263,O006321,P0057,2.0,0.174
LI013264,O001463,P0040,3.0,0.122
LI013265,O005963,P0062,4.0,0.166
LI013266,O003830,P0043,2.0,0.216
LI013267,O003783,P0088,5.0,0.094
LI013268,O000511,P0046,5.0,0.172
LI013269,O002157,P0072,1.0,0.165
LI013270,O002920,P0024,1.0,0.159
LI013271,O005192,P0024,4.0,0.146
LI013272,O000733,P0117,3.0,0.182
LI013273,O006425,P0010,1.0,0.205
LI013274,O002951,P0099,5.0,0.098
LI013275,O003961,P0068,2.0,0.164
LI013276,O001238,P0057,3.0,0.062
LI013277,O001481,P0119,4.0,0.189
LI013278,O002466,P0044,2.0,0.22
LI013279,O002011,P0073,4.0,0.19
LI013280,O005630,P0075,2.0,0.123
LI013281,O004758,P0107,2.0,0.033
LI013282,O005298,P0048,3.0,0.218
LI013283,O002736,P0077,4.0,0.204
LI013284,O004200,P0027,1.0,0.175
LI013285,O002760,P0030,2.0,0.213
LI013286,O006201,P0046,2.0,0.133
LI013287,O000578,P0103,1.0,0.248
LI013288,O005178,P0012,3.0,0.209
LI013289,O006261,P0120,3.0,0.041
LI013290,O003497,P0060,3.0,0.101
LI013291,O000819,P0019,5.0,0.043
LI013292,O004175,P0104,5.0,0.056
LI013293,O005944,P0068,3.0,0.125
LI013294,O001890,P0054,3.0,0.09
LI013295,O000559,P0113,1.0,0.227
LI013296,O002934,P0034,5.0,0.0
LI013297,O005803,P0087,4.0,0.003
LI013298,O001620,P0118,3.0,0.23
LI013299,O006252,P0109,3.0,0.06
LI013300,O005950,P0090,3.0,0.001
LI013301,O000070,P0117,2.0,0.109
LI013302,O001190,P0007,5.0,0.049
LI013303,O002903,P0082,4.0,0.013
LI013304,O005178,P0042,2.0,0.133
LI013305,O005571,P0068,2.0,0.035
LI013306,O004341,P0053,4.0,0.209
LI013307,O003117,P0008,4.0,0.076
LI013308,O000684,P0022,4.0,0.055
LI013309,O005896,P0118,4.0,0.185
LI013310,O005698,P0117,4.0,0.212
LI013311,O003911,P0026,3.0,0.023
LI013312,O003773,P0077,4.0,0.038
LI013313,O000071,P0063,4.0,0.119
LI013314,O005985,P0046,5.0,0.148
LI013315,O001263,P0117,3.0,0.021
LI013316,O002156,P0081,2.0,0.094
LI013317,O005328,P0044,3.0,0.224
LI013318,O004818,P0062,1.0,0.219
LI013319,O004398,P0036,4.0,0.078
LI013320,O005550,P0041,2.0,0.057
LI013321,O001372,P0111,1.0,0.146
LI013322,O001916,P0079,2.0,0.024
LI013323,O005526,P0082,3.0,0.058
LI013324,O006022,P0027,1.0,0.042
LI013325,O003806,P0070,4.0,0.052
LI013326,O005048,P0098,4.0,0.054
LI013327,O004352,P0041,1.0,0.157
LI013328,O005050,P0005,3.0,0.122
LI013329,O005265,P0057,1.0,0.216
LI013330,O005796,P0076,3.0,0.184
LI013331,O001548,P0029,2.0,0.125
LI013332,O003899,P0101,3.0,0.077
LI013333,O004456,P0012,1.0,0.208
LI013334,O003556,P0025,1.0,0.02
LI013335,O001214,P0111,2.0,0.17
LI013336,O006440,P0034,1.0,0.028
LI013337,O002141,P0075,5.0,0.133
LI013338,O005250,P0087,1.0,0.225
LI013339,O000861,P0024,5.0,0.06
LI013340,O000990,P0115,1.0,0.02
LI013341,O004580,P0113,1.0,0.085
LI013342,O002924,P0082,2.0,0.12
LI013343,O001433,P0063,5.0,0.181
LI013344,O000341,P0063,2.0,0.007
LI013345,O002378,P0010,5.0,0.033
LI013346,O006015,P0005,5.0,0.103
LI013347,O001199,P0095,4.0,0.024
LI013348,O001468,P0089,5.0,0.239
LI013349,O004297,P0053,2.0,0.128
LI013350,O004839,P0081,2.0,0.094
LI013351,O004194,P0028,3.0,0.245
LI013352,O005673,P0065,1.0,0.162
LI013353,O001292,P0045,4.0,0.129
LI013354,O004935,P0066,1.0,0.06
LI013355,O000352,P0049,2.0,0.063
LI013356,O001302,P0111,4.0,0.091
LI013357,O003640,P0040,5.0,0.188
LI013358,O003088,P0066,2.0,0.204
LI013359,O006074,P0091,2.0,0.048
LI013360,O000456,P0008,2.0,0.204
LI013361,O005854,P0027,2.0,0.083
LI013362,O003251,P0101,4.0,0.05
LI013363,O001158,P0017,1.0,0.049
LI013364,O000258,P0068,1.0,0.116
LI013365,O002110,P0044,5.0,0.192
LI013366,O000482,P0114,2.0,0.143
LI013367,O005597,P0102,2.0,0.116
LI013368,O005096,P0031,1.0,0.005
LI013369,O004731,P0005,5.0,0.141
LI013370,O003114,P0060,3.0,0.169
LI013371,O001397,P0089,4.0,0.025
LI013372,O005419,P0092,1.0,0.239
LI013373,O005172,P0019,4.0,0.023
LI013374,O005499,P0101,1.0,0.173
LI013375,O006074,P0042,5.0,0.131
LI013376,O006456,P0023,2.0,0.221
LI013377,O002627,P0115,3.0,0.104
LI013378,O006203,P0100,4.0,0.127
LI013379,O006448,P0109,3.0,0.138
LI013380,O006179,P0077,2.0,0.219
LI013381,O000648,P0017,1.0,0.2
LI013382,O005107,P0114,5.0,0.07
LI013383,O001612,P0115,2.0,0.239
LI013384,O003826,P0094,3.0,0.188
LI013385,O004589,P0058,3.0,0.003
LI013386,O004587,P0119,3.0,0.046
LI013387,O002269,P0087,1.0,0.214
LI013388,O003885,P0049,3.0,0.161
LI013389,O005717,P0003,1.0,0.065
LI013390,O006267,P0077,3.0,0.043
LI013391,O002755,P0096,4.0,0.037
LI013392,O005222,P0045,4.0,0.08
LI013393,O005915,P0035,2.0,0.225
LI013394,O004983,P0002,2.0,0.088
LI013395,O003587,P0047,5.0,0.165
LI013396,O003385,P0003,3.0,0.028
LI013397,O006081,P0118,3.0,0.133
LI013398,O004590,P0112,1.0,0.086
LI013399,O000759,P0029,2.0,0.04
LI013400,O005780,P0074,4.0,0.199
LI013401,O000633,P0020,1.0,0.204
LI013402,O003585,P0034,4.0,0.077
LI013403,O000330,P0079,1.0,0.163
LI013404,O003020,P0040,2.0,0.099
LI013405,O006020,P0109,3.0,0.011
LI013406,O005447,P0065,3.0,0.107
LI013407,O000010,P0090,2.0,0.144
LI013408,O004054,P0063,4.0,0.075
LI013409,O002175,P0056,5.0,0.237
LI013410,O000985,P0032,5.0,0.14
LI013411,O000669,P0066,2.0,0.093
LI013412,O002279,P0096,1.0,0.184
LI013413,O005135,P0041,3.0,0.085
LI013414,O000442,P0029,4.0,0.006
LI013415,O002926,P0116,5.0,0.002
LI013416,O004021,P0084,3.0,0.075
LI013417,O005678,P0087,2.0,0.039
LI013418,O000274,P0051,3.0,0.088
LI013419,O004714,P0012,5.0,0.192
LI013420,O001027,P0044,4.0,0.077
LI013421,O002374,P0010,1.0,0.14
LI013422,O004349,P0083,1.0,0.23
LI013423,O001558,P0116,3.0,0.175
LI013424,O003127,P0074,1.0,0.14
LI013425,O002934,P0083,5.0,0.217
LI013426,O000448,P0090,4.0,0.083
LI013427,O003369,P0088,1.0,0.049
LI013428,O003694,P0009,1.0,0.187
LI013429,O003807,P0029,2.0,0.015
LI013430,O004565,P0029,1.0,0.106
LI013431,O005256,P0101,1.0,0.072
LI013432,O003997,P0092,5.0,0.243
LI013433,O003318,P0061,1.0,0.094
LI013434,O000070,P0064,2.0,0.166
LI013435,O004577,P0003,2.0,0.067
LI013436,O002578,P0087,2.0,0.246
LI013437,O004586,P0115,1.0,0.045
LI013438,O004599,P0118,3.0,0.227
LI013439,O003057,P0004,3.0,0.111
LI013440,O005818,P0055,5.0,0.107
LI013441,O000117,P0014,3.0,0.175
LI013442,O001814,P0102,5.0,0.023
LI013443,O005015,P0077,5.0,0.137
LI013444,O000904,P0028,2.0,0.055
LI013445,O004524,P0063,4.0,0.039
LI013446,O000494,P0039,5.0,0.219
LI013447,O006206,P0108,1.0,0.249
LI013448,O003859,P0064,2.0,0.243
LI013449,O005947,P0060,1.0,0.205
LI013450,O002684,P0020,1.0,0.23
LI013451,O004176,P0028,3.0,0.231
LI013452,O003731,P0096,1.0,0.044
LI013453,O005142,P0014,5.0,0.021
LI013454,O004691,P0077,1.0,0.032
LI013455,O005444,P0075,1.0,0.041
LI013456,O001541,P0102,3.0,0.206
LI013457,O006405,P0058,1.0,0.235
LI013458,O006273,P0039,5.0,0.088
LI013459,O000626,P0106,5.0,0.009
LI013460,O004380,P0120,1.0,0.077
LI013461,O005973,P0058,5.0,0.177
LI013462,O005308,P0015,5.0,0.236
LI013463,O006163,P0073,3.0,0.112
LI013464,O004859,P0003,2.0,0.084
LI013465,O000838,P0005,2.0,0.163
LI013466,O002016,P0092,4.0,0.053
LI013467,O002016,P0042,2.0,0.191
LI013468,O003080,P0015,1.0,0.104
LI013469,O005157,P0003,5.0,0.244
LI013470,O005718,P0117,2.0,0.234
LI013471,O000072,P0114,3.0,0.166
LI013472,O003453,P0035,4.0,0.162
LI013473,O004749,P0007,1.0,0.031
LI013474,O003879,P0094,2.0,0.07
LI013475,O000064,P0024,5.0,0.215
LI013476,O000030,P0117,3.0,0.091
LI013477,O003972,P0031,2.0,0.106
LI013478,O004653,P0078,5.0,0.21
LI013479,O002326,P0080,2.0,0.107
LI013480,O005851,P0115,1.0,0.213
LI013481,O004373,P0004,4.0,0.017
LI013482,O006365,P0003,5.0,0.173
LI013483,O005313,P0099,4.0,0.016
LI013484,O004766,P0009,4.0,0.198
LI013485,O002880,P0068,3.0,0.138
LI013486,O002189,P0118,5.0,0.139
LI013487,O002782,P0083,3.0,0.094
LI013488,O004122,P0088,4.0,0.226
LI013489,O002146,P0060,1.0,0.127
LI013490,O000276,P0011,1.0,0.065
LI013491,O001267,P0079,2.0,0.206
LI013492,O003974,P0036,2.0,0.237
LI013493,O004105,P0095,5.0,0.061
LI013494,O002944,P0072,1.0,0.151
LI013495,O002981,P0002,4.0,0.147
LI013496,O002320,P0050,1.0,0.152
LI013497,O005892,P0003,5.0,0.141
LI013498,O000032,P0067,2.0,0.025
LI013499,O000852,P0085,2.0,0.103
LI013500,O000605,P0115,3.0,0.246
LI013501,O003200,P0062,2.0,0.022
LI013502,O005869,P0076,4.0,0.167
LI013503,O002065,P0120,5.0,0.224
LI013504,O003545,P0014,2.0,0.05
LI013505,O002349,P0023,2.0,0.201
LI013506,O001808,P0077,4.0,0.06
LI013507,O003860,P0016,2.0,0.008
LI013508,O004138,P0081,4.0,0.13
LI013509,O005898,P0118,2.0,0.178
LI013510,O006196,P0018,4.0,0.049
LI013511,O006332,P0013,2.0,0.018
LI013512,O006064,P0056,5.0,0.138
LI013513,O002199,P0090,3.0,0.037
LI013514,O003873,P0045,3.0,0.046
LI013515,O003563,P0040,1.0,0.176
LI013516,O003199,P0103,3.0,0.153
LI013517,O004505,P0031,4.0,0.237
LI013518,O001893,P0104,4.0,0.081
LI013519,O004440,P0081,3.0,0.054
LI013520,O005815,P0032,4.0,0.164
LI013521,O003170,P0120,5.0,0.243
LI013522,O002948,P0001,4.0,0.138
LI013523,O004124,P0035,5.0,0.073
LI013524,O003101,P0036,5.0,0.228
LI013525,O003922,P0083,5.0,0.153
LI013526,O004730,P0092,2.0,0.053
LI013527,O004308,P0066,1.0,0.237
LI013528,O004784,P0029,4.0,0.068
LI013529,O003689,P0043,2.0,0.225
LI013530,O005600,P0029,1.0,0.154
LI013531,O000072,P0043,2.0,0.126
LI013532,O002158,P0019,4.0,0.083
LI013533,O001137,P0064,5.0,0.03
LI013534,O005517,P0092,2.0,0.061
LI013535,O004328,P0098,1.0,0.083
LI013536,O004078,P0031,1.0,0.072
